Messy Descriptor,Merchant Name,Label,Generated By
DoorDsh-DelSvc*US,DoorDash Delivery Service,MATCH,ChatGPT-4.1
DRDSH*DlvSvc 2043,DoorDash Delivery Service,MATCH,ChatGPT-4.1
DDASH*DEL-SVC#9921,DoorDash Delivery Service,MATCH,ChatGPT-4.1
DoorDashDelivSVC-US,DoorDash Delivery Service,MATCH,ChatGPT-4.1
CHPTL*MXGRL-TOR#71,Chipotle Mexican Grill Toronto,MATCH,ChatGPT-4.1
ChipotleMexGrl*Trnto,Chipotle Mexican Grill Toronto,MATCH,ChatGPT-4.1
CHIPTL-MexGrill TO,Chipotle Mexican Grill Toronto,MATCH,ChatGPT-4.1
CHPTL*TOR#MEXGRL 11,Chipotle Mexican Grill Toronto,MATCH,ChatGPT-4.1
Chipotle*GrlTorontoCA,Chipotle Mexican Grill Toronto,MATCH,ChatGPT-4.1
ScotiaBk*TOR-BR#008,Scotiabank Toronto Branch,MATCH,ChatGPT-4.1
SCOTIABK-TorBrnch 21,Scotiabank Toronto Branch,MATCH,ChatGPT-4.1
SCOTIA*Bnk-TRONTO,Scotiabank Toronto Branch,MATCH,ChatGPT-4.1
Scotiabank#Tor-CA,Scotiabank Toronto Branch,MATCH,ChatGPT-4.1
SCOTBK*TorontoBRNCH,Scotiabank Toronto Branch,MATCH,ChatGPT-4.1
PAPAJOHN'S*USSTR#552,Papa John's US Store,MATCH,ChatGPT-4.1
Papa*Johns US-STR,Papa John's US Store,MATCH,ChatGPT-4.1
PAPA-JHN US*Store 77,Papa John's US Store,MATCH,ChatGPT-4.1
PJHN*Store US#8821,Papa John's US Store,MATCH,ChatGPT-4.1
PAPAJOHN*US STR 934,Papa John's US Store,MATCH,ChatGPT-4.1
SPTFY*MusicSrv#NY,Spotify Music Service,MATCH,ChatGPT-4.1
Spotify SVC - 001 US,Spotify Music Service,MATCH,ChatGPT-4.1
SPT-FY MUSIC/SERVICE,Spotify Music Service,MATCH,ChatGPT-4.1
SPOTIFYMUSC SVC NYC,Spotify Music Service,MATCH,ChatGPT-4.1
Spotify Serv *US12345,Spotify Music Service,MATCH,ChatGPT-4.1
EXXONMOBL#STATN NY23,ExxonMobil Station New York,MATCH,ChatGPT-4.1
EXX-MOBIL STN NEWYORK,ExxonMobil Station New York,MATCH,ChatGPT-4.1
EXXON*STN 1047 - NY,ExxonMobil Station New York,MATCH,ChatGPT-4.1
EXMN-MOBIL STN/NY-USA,ExxonMobil Station New York,MATCH,ChatGPT-4.1
EXXN Mobl Statn NewYork*,ExxonMobil Station New York,MATCH,ChatGPT-4.1
STARBUCKS#CND STRE 0021,Starbucks Canada Store,MATCH,ChatGPT-4.1
STBK CANADA STR TOR,Starbucks Canada Store,MATCH,ChatGPT-4.1
STARBUCS-CANAD*STORE,Starbucks Canada Store,MATCH,ChatGPT-4.1
STRBUCKS*CND STR#987,Starbucks Canada Store,MATCH,ChatGPT-4.1
STBKS STORE/CAN-VAN,Starbucks Canada Store,MATCH,ChatGPT-4.1
KFC CND STORE#789,KFC Canada Store 789,MATCH,ChatGPT-4.1
K.F.C CANADA 789-ST,KFC Canada Store 789,MATCH,ChatGPT-4.1
KFC*789 CanadaStore,KFC Canada Store 789,MATCH,ChatGPT-4.1
KFC-Cda Str789,KFC Canada Store 789,MATCH,ChatGPT-4.1
KFC Store-789/CAN,KFC Canada Store 789,MATCH,ChatGPT-4.1
BGRKING*VANCOUVER,Burger King Vancouver,MATCH,ChatGPT-4.1
BurgerKng VAN #211,Burger King Vancouver,MATCH,ChatGPT-4.1
BKR-KING VANCA*CA,Burger King Vancouver,MATCH,ChatGPT-4.1
BG KING VAN-CITY,Burger King Vancouver,MATCH,ChatGPT-4.1
BURGERKING*VAN/CAN,Burger King Vancouver,MATCH,ChatGPT-4.1
BPSTATN CLGRY#007,BP Station Calgary,MATCH,ChatGPT-4.1
BP*STN CALGARY-CA,BP Station Calgary,MATCH,ChatGPT-4.1
B.P. Statn - Calgary,BP Station Calgary,MATCH,ChatGPT-4.1
BP-STATION CGY,BP Station Calgary,MATCH,ChatGPT-4.1
BP STN/CALGARY*CA12,BP Station Calgary,MATCH,ChatGPT-4.1
REDLOBSTER-TORNT#003,Red Lobster Toronto,MATCH,ChatGPT-4.1
RED LOBSTR TORONTO CA,Red Lobster Toronto,MATCH,ChatGPT-4.1
REDLOBSTER*TOR - ON,Red Lobster Toronto,MATCH,ChatGPT-4.1
RedLobstr#Toronto 21,Red Lobster Toronto,MATCH,ChatGPT-4.1
RED LOBSTR/TOR*CA,Red Lobster Toronto,MATCH,ChatGPT-4.1
VENMO*PERSNL PYMT,Venmo Personal Payments,MATCH,ChatGPT-4.1
VENMO-PAYMENTS/PERS,Venmo Personal Payments,MATCH,ChatGPT-4.1
VENMO#PRSNLPYMT US,Venmo Personal Payments,MATCH,ChatGPT-4.1
VENMO PERS PAY-8890,Venmo Personal Payments,MATCH,ChatGPT-4.1
VENMO*PYMT PERSONAL,Venmo Personal Payments,MATCH,ChatGPT-4.1
NORDSTROM STRE-560 SEA,Nordstrom Seattle Store 560,MATCH,ChatGPT-4.1
NORDSTM*SEA#560,Nordstrom Seattle Store 560,MATCH,ChatGPT-4.1
NORDSTRM SEATTLE*560,Nordstrom Seattle Store 560,MATCH,ChatGPT-4.1
NRDSTRM 560/SEATTLE,Nordstrom Seattle Store 560,MATCH,ChatGPT-4.1
NORDSTROM*STR 560SEA,Nordstrom Seattle Store 560,MATCH,ChatGPT-4.1
CHASEBNK-INTL*001,Chase Bank International,MATCH,ChatGPT-4.1
CHSE BANK INTERNATIONAL,Chase Bank International,MATCH,ChatGPT-4.1
CHASE-BANK INT'L#US,Chase Bank International,MATCH,ChatGPT-4.1
CHASE BNK INTL/NYC,Chase Bank International,MATCH,ChatGPT-4.1
CHSE*BNK-INTL USA,Chase Bank International,MATCH,ChatGPT-4.1
CINEPLX TOR*THEAT #234 T.O.,Cineplex Toronto Theatres,MATCH,ChatGPT-4.1
CINEPLX-TORONTO THTRS CA,Cineplex Toronto Theatres,MATCH,ChatGPT-4.1
Cineplx Thtrs Toronto*CAN,Cineplex Toronto Theatres,MATCH,ChatGPT-4.1
CineplexTheatre-Tor 00234,Cineplex Toronto Theatres,MATCH,ChatGPT-4.1
THTR Cineplex Toronto 234*,Cineplex Toronto Theatres,MATCH,ChatGPT-4.1
EBY GIFTS*USA#448,eBay Gifts USA,MATCH,ChatGPT-4.1
eBay-GFTS 447/US,eBay Gifts USA,MATCH,ChatGPT-4.1
EBAY GIFTS USA INC,eBay Gifts USA,MATCH,ChatGPT-4.1
EBY Gfts US*4487,eBay Gifts USA,MATCH,ChatGPT-4.1
EbayGifs-USA 44*,eBay Gifts USA,MATCH,ChatGPT-4.1
CNMRK INTL-THEATR 99,Cinemark International Theatres,MATCH,ChatGPT-4.1
Cinemrk INTL THEATRES US*,Cinemark International Theatres,MATCH,ChatGPT-4.1
CINMRK*INTL THETRS#1987,Cinemark International Theatres,MATCH,ChatGPT-4.1
INTL CNMARK THEATR CA,Cinemark International Theatres,MATCH,ChatGPT-4.1
CinemarkIntlThtrs-198,Cinemark International Theatres,MATCH,ChatGPT-4.1
STRIPE PMT*US2134,Stripe Payment USA,MATCH,ChatGPT-4.1
STRP-PYMT-USA #2024,Stripe Payment USA,MATCH,ChatGPT-4.1
StripePaymnt USA*0021,Stripe Payment USA,MATCH,ChatGPT-4.1
Stripe-PMT USA 134,Stripe Payment USA,MATCH,ChatGPT-4.1
STRIPE*PYMNT-US,Stripe Payment USA,MATCH,ChatGPT-4.1
NFLX*CA SVCS#1122,Netflix Canada Services,MATCH,ChatGPT-4.1
Netflix-CAN SVC 234,Netflix Canada Services,MATCH,ChatGPT-4.1
NETFLX CND SRVCS*,Netflix Canada Services,MATCH,ChatGPT-4.1
NETFLX SRVCS CA*992,Netflix Canada Services,MATCH,ChatGPT-4.1
NFX CANADA SVC,Netflix Canada Services,MATCH,ChatGPT-4.1
TGT*CAN ONL 345,Target Canada Online,MATCH,ChatGPT-4.1
TargetCA ONLINE #101,Target Canada Online,MATCH,ChatGPT-4.1
TGT-CANADA ONLN*,Target Canada Online,MATCH,ChatGPT-4.1
Target Online*CAN 877,Target Canada Online,MATCH,ChatGPT-4.1
TGTCAN ONL-8891,Target Canada Online,MATCH,ChatGPT-4.1
EBAY GFTS+GADGTS US*,eBay Gifts & Gadgets USA,MATCH,ChatGPT-4.1
eBay-GFT&GADGETS#113,eBay Gifts & Gadgets USA,MATCH,ChatGPT-4.1
EBY GFTS&GADGETS USA,eBay Gifts & Gadgets USA,MATCH,ChatGPT-4.1
EBY-GFTS&GADGTS 449US,eBay Gifts & Gadgets USA,MATCH,ChatGPT-4.1
EBAY GFT&GADGETS USA #7,eBay Gifts & Gadgets USA,MATCH,ChatGPT-4.1
NFLX*SUB US 202,Netflix Subscription USA,MATCH,ChatGPT-4.1
NETFLIX SUBS 007 USA,Netflix Subscription USA,MATCH,ChatGPT-4.1
NFX SUBSCRIPTION USA*,Netflix Subscription USA,MATCH,ChatGPT-4.1
Netflix US*SUBS 4821,Netflix Subscription USA,MATCH,ChatGPT-4.1
NFLX SUB US-1122,Netflix Subscription USA,MATCH,ChatGPT-4.1
TESC*US DEL 011,Tesco USA Delivery,MATCH,ChatGPT-4.1
TESCO USA-DLVRY #22,Tesco USA Delivery,MATCH,ChatGPT-4.1
TescoDelivery-USA*321,Tesco USA Delivery,MATCH,ChatGPT-4.1
TESCO-US DLVY*,Tesco USA Delivery,MATCH,ChatGPT-4.1
TESCO US-DLVR 9672,Tesco USA Delivery,MATCH,ChatGPT-4.1
SUBWAY-MIAMI #789,Subway Miami Store 789,MATCH,ChatGPT-4.1
SBWY*MIAMI S789,Subway Miami Store 789,MATCH,ChatGPT-4.1
SUBWY 789 MIAMI FL*,Subway Miami Store 789,MATCH,ChatGPT-4.1
SUBWAY#789-MIAM,Subway Miami Store 789,MATCH,ChatGPT-4.1
SBWY MIAMI STR 789*,Subway Miami Store 789,MATCH,ChatGPT-4.1
EXXON#123 TORONTO CA,Exxon Station Toronto,MATCH,ChatGPT-4.1
TORONTO EXXON STATN-089*,Exxon Station Toronto,MATCH,ChatGPT-4.1
ExxonStn*TO*CAN,Exxon Station Toronto,MATCH,ChatGPT-4.1
EXXN STN Toronto-487,Exxon Station Toronto,MATCH,ChatGPT-4.1
EXXON TORNT - STN 007,Exxon Station Toronto,MATCH,ChatGPT-4.1
UBR*EATS NY US,Uber Eats New York,MATCH,ChatGPT-4.1
UberEts*NewYork-017#,Uber Eats New York,MATCH,ChatGPT-4.1
NYC Uber-Eats*,Uber Eats New York,MATCH,ChatGPT-4.1
UEATS NY 225,Uber Eats New York,MATCH,ChatGPT-4.1
UBER ETS-New Yrk,Uber Eats New York,MATCH,ChatGPT-4.1
UBER-Rde*CHI IL,Uber Ride Chicago,MATCH,ChatGPT-4.1
UBR RIDE CHICAGO#3148,Uber Ride Chicago,MATCH,ChatGPT-4.1
ChicagoUBER Ride*,Uber Ride Chicago,MATCH,ChatGPT-4.1
UBERRIDE CHI*US,Uber Ride Chicago,MATCH,ChatGPT-4.1
UBR*RIDE 098 CHCGO,Uber Ride Chicago,MATCH,ChatGPT-4.1
CHEVRN STN NYC 402,Chevron Station NYC,MATCH,ChatGPT-4.1
NYC CHEVRON STATION*,Chevron Station NYC,MATCH,ChatGPT-4.1
CHEVRON-STATN*NEWYORK,Chevron Station NYC,MATCH,ChatGPT-4.1
CHEVRON#NYC*0431,Chevron Station NYC,MATCH,ChatGPT-4.1
CHVRN STN NYC-USA,Chevron Station NYC,MATCH,ChatGPT-4.1
PEETS#COFF STORE BOSTN,Peet's Coffee Store Boston,MATCH,ChatGPT-4.1
PEETS COFEE BOSTON-12,Peet's Coffee Store Boston,MATCH,ChatGPT-4.1
Boston Peets*Coffee Str,Peet's Coffee Store Boston,MATCH,ChatGPT-4.1
PETS CFE STORE*BOS,Peet's Coffee Store Boston,MATCH,ChatGPT-4.1
PEETS-STORE 107*BOSTN,Peet's Coffee Store Boston,MATCH,ChatGPT-4.1
AMZN*ELCTRNCS CA,Amazon Canada Electronics,MATCH,ChatGPT-4.1
AMAZN ELEC-CANADA#394,Amazon Canada Electronics,MATCH,ChatGPT-4.1
CANADA-AMZN ELECTRNCS,Amazon Canada Electronics,MATCH,ChatGPT-4.1
AMAZON CA ELECTRONICS*,Amazon Canada Electronics,MATCH,ChatGPT-4.1
AMZN ELCTRNCS 992CA,Amazon Canada Electronics,MATCH,ChatGPT-4.1
UBER*RIDE WASHTN,Uber Ride Washington,MATCH,ChatGPT-4.1
UBRRIDE*WASH DC 203,Uber Ride Washington,MATCH,ChatGPT-4.1
WASHNGTON UBER-RIDE*,Uber Ride Washington,MATCH,ChatGPT-4.1
UBER RD WASHNGTN#,Uber Ride Washington,MATCH,ChatGPT-4.1
UberRide*WashingtonUS,Uber Ride Washington,MATCH,ChatGPT-4.1
WLMRT*ONLINE GROC,Walmart Online Groceries,MATCH,ChatGPT-4.1
WALMART-ONL GROCERY#CA,Walmart Online Groceries,MATCH,ChatGPT-4.1
Walmart Groceries Online-502,Walmart Online Groceries,MATCH,ChatGPT-4.1
WALMRT ONLINE-Grocrs*,Walmart Online Groceries,MATCH,ChatGPT-4.1
WLMRT*ONL GRC USA,Walmart Online Groceries,MATCH,ChatGPT-4.1
SCOTIABANK-TORONTO#006,Scotiabank Toronto Branch,MATCH,ChatGPT-4.1
SCTBNK TRNT BRNCH*,Scotiabank Toronto Branch,MATCH,ChatGPT-4.1
ScotiaBnk Toronto Brnch 431,Scotiabank Toronto Branch,MATCH,ChatGPT-4.1
SCOTIA BANK TRNTO*001,Scotiabank Toronto Branch,MATCH,ChatGPT-4.1
SCOTIABNK*TORONTO-BR,Scotiabank Toronto Branch,MATCH,ChatGPT-4.1
STRIPE PAYMNT SRVCS*,Stripe Payment Services,MATCH,ChatGPT-4.1
STRP*PYMNT SERVICES#US,Stripe Payment Services,MATCH,ChatGPT-4.1
Stripe*PymntSrvcs 221,Stripe Payment Services,MATCH,ChatGPT-4.1
STRIPE-SERVICES PYMNT,Stripe Payment Services,MATCH,ChatGPT-4.1
STRIPEPYMNT*SRVCS US,Stripe Payment Services,MATCH,ChatGPT-4.1
HM DEPOT #1023 USA*,Home Depot USA Store,MATCH,ChatGPT-4.1
HOMEDEPOT-USA 204 ATL,Home Depot USA Store,MATCH,ChatGPT-4.1
HOME DPT*STRE 839-CA,Home Depot USA Store,MATCH,ChatGPT-4.1
HOM DEPOT/USA* #56,Home Depot USA Store,MATCH,ChatGPT-4.1
USA HMDEPOT STORE* TX120,Home Depot USA Store,MATCH,ChatGPT-4.1
CHEVRN FUELATL#045*,Chevron Fuel Station Atlanta,MATCH,ChatGPT-4.1
"CHEVRON*STN ATL,GA",Chevron Fuel Station Atlanta,MATCH,ChatGPT-4.1
CHEV FUELSTAT-ATL*023,Chevron Fuel Station Atlanta,MATCH,ChatGPT-4.1
CHVNRN ATL FUEL/USA,Chevron Fuel Station Atlanta,MATCH,ChatGPT-4.1
CHEVRON#1287* ATLANTA,Chevron Fuel Station Atlanta,MATCH,ChatGPT-4.1
TACO*BLL ARIZ #456,Taco Bell Arizona Store 456,MATCH,ChatGPT-4.1
TC BL AZ ST 456*,Taco Bell Arizona Store 456,MATCH,ChatGPT-4.1
TACOBELL-456ARZ,Taco Bell Arizona Store 456,MATCH,ChatGPT-4.1
TACO BL*STORE456*AZ,Taco Bell Arizona Store 456,MATCH,ChatGPT-4.1
TAC BL ARI*456-US,Taco Bell Arizona Store 456,MATCH,ChatGPT-4.1
SQ*GLOBALSVCS#983,Square Global Services,MATCH,ChatGPT-4.1
SQUARE GBL SVC*,Square Global Services,MATCH,ChatGPT-4.1
SQ-GLOBAL SRVS/USA,Square Global Services,MATCH,ChatGPT-4.1
SQR GLBL SVC*029,Square Global Services,MATCH,ChatGPT-4.1
SQUAR*GBLSERV*,Square Global Services,MATCH,ChatGPT-4.1
BANKOFAMER*CNDA#443,Bank of America Canada,MATCH,ChatGPT-4.1
BNK AMRCA CAN-102,Bank of America Canada,MATCH,ChatGPT-4.1
BOA*CANADA*001,Bank of America Canada,MATCH,ChatGPT-4.1
BANK-AMERICA*CA/NB,Bank of America Canada,MATCH,ChatGPT-4.1
BK/AMERICA CANADA*,Bank of America Canada,MATCH,ChatGPT-4.1
ARBYS*REST#CHI890,Arby's Restaurant Chicago,MATCH,ChatGPT-4.1
ARBY'S-CHICAGO*234,Arby's Restaurant Chicago,MATCH,ChatGPT-4.1
ARBS RSTRNT CHGO*,Arby's Restaurant Chicago,MATCH,ChatGPT-4.1
ARBY*RSTRNT-CHICGO,Arby's Restaurant Chicago,MATCH,ChatGPT-4.1
ARBYS*CHI IL 0234,Arby's Restaurant Chicago,MATCH,ChatGPT-4.1
UBER*EATS VANC/CA,Uber Eats Vancouver,MATCH,ChatGPT-4.1
UBER EATS #983 VAN*,Uber Eats Vancouver,MATCH,ChatGPT-4.1
UBR-ETS VANCOUVER*,Uber Eats Vancouver,MATCH,ChatGPT-4.1
UBERETS*VAN BC,Uber Eats Vancouver,MATCH,ChatGPT-4.1
UBREATS VAN*#107,Uber Eats Vancouver,MATCH,ChatGPT-4.1
DUNKN DNT*MIAMI-STR,Dunkin' Donuts Miami Store,MATCH,ChatGPT-4.1
DUNKIN'DONUTS-MIA #234,Dunkin' Donuts Miami Store,MATCH,ChatGPT-4.1
DUNKN MIAMI ST*902,Dunkin' Donuts Miami Store,MATCH,ChatGPT-4.1
DUNKIN DNT-MIA*STORE,Dunkin' Donuts Miami Store,MATCH,ChatGPT-4.1
DUNKN*DONUT MIAMI#,Dunkin' Donuts Miami Store,MATCH,ChatGPT-4.1
CHASEBNK-USA*234,Chase Bank USA,MATCH,ChatGPT-4.1
CHS BNK*US#101,Chase Bank USA,MATCH,ChatGPT-4.1
CHASE BANK/US-AZ*,Chase Bank USA,MATCH,ChatGPT-4.1
CHSE*BNK USA892,Chase Bank USA,MATCH,ChatGPT-4.1
CHSEBK*USA*,Chase Bank USA,MATCH,ChatGPT-4.1
LNDMRK THEATR EDMNTN*,Landmark Theatres Edmonton,MATCH,ChatGPT-4.1
LANDMRK-THTRS#EDM102,Landmark Theatres Edmonton,MATCH,ChatGPT-4.1
LMRK THETRE*EDM CA,Landmark Theatres Edmonton,MATCH,ChatGPT-4.1
LND*THR EDMNTN#004,Landmark Theatres Edmonton,MATCH,ChatGPT-4.1
LANDMARKTHEAT EDMONTON*,Landmark Theatres Edmonton,MATCH,ChatGPT-4.1
DUNKIN US#124*-DONUTS,Dunkin' Donuts US Store,MATCH,ChatGPT-4.1
Donuts Dunkn US*NYC 002,Dunkin' Donuts US Store,MATCH,ChatGPT-4.1
DUNKIN-DONTS USA ST 45,Dunkin' Donuts US Store,MATCH,ChatGPT-4.1
DNKN DONUTS-US STO 14,Dunkin' Donuts US Store,MATCH,ChatGPT-4.1
DunkinDonuts*Store-USA,Dunkin' Donuts US Store,MATCH,ChatGPT-4.1
ARBYS-USA*RST #39,Arby's USA Restaurant,MATCH,ChatGPT-4.1
ARBY'S RSTNT USA*98,Arby's USA Restaurant,MATCH,ChatGPT-4.1
USA ARBYS*RESTAURNT 103,Arby's USA Restaurant,MATCH,ChatGPT-4.1
ARBYS US-REST*ATL,Arby's USA Restaurant,MATCH,ChatGPT-4.1
ARBY S RESTAURANT-USA,Arby's USA Restaurant,MATCH,ChatGPT-4.1
UBER*RIDE CA-TOR,Uber Ride Toronto,MATCH,ChatGPT-4.1
UBERRD-TORONTO 004,Uber Ride Toronto,MATCH,ChatGPT-4.1
UBER TOR RIDE*#32,Uber Ride Toronto,MATCH,ChatGPT-4.1
UBER-RIDE*TRONTO,Uber Ride Toronto,MATCH,ChatGPT-4.1
UBER RIDE*CAN-TORNT,Uber Ride Toronto,MATCH,ChatGPT-4.1
MCDONALDS*CHICGO#567,McDonald's Chicago Store 567,MATCH,ChatGPT-4.1
MC DNLDS STORE567 CHI,McDonald's Chicago Store 567,MATCH,ChatGPT-4.1
MCDONLS-567 CHICAGO IL,McDonald's Chicago Store 567,MATCH,ChatGPT-4.1
CHICAGO MCD*STORE-567,McDonald's Chicago Store 567,MATCH,ChatGPT-4.1
MCDONALDS*CHI-ST567,McDonald's Chicago Store 567,MATCH,ChatGPT-4.1
LYFT*DLAS RIDE-007,Lyft Ride Dallas,MATCH,ChatGPT-4.1
LYFT-RIDE DALLS TX,Lyft Ride Dallas,MATCH,ChatGPT-4.1
LYFT RIDE*DLS #18,Lyft Ride Dallas,MATCH,ChatGPT-4.1
LYFT*RDE-DALLAS,Lyft Ride Dallas,MATCH,ChatGPT-4.1
DLAS LYFT-RD*TX,Lyft Ride Dallas,MATCH,ChatGPT-4.1
CASHAP-BIZ PAYMNT*01,CashApp Business Payment,MATCH,ChatGPT-4.1
CASHAPP*BUSNSS#PMT,CashApp Business Payment,MATCH,ChatGPT-4.1
CASH AP*BUS PAY US,CashApp Business Payment,MATCH,ChatGPT-4.1
CASHAP*BUS-PAYMT,CashApp Business Payment,MATCH,ChatGPT-4.1
CASHAPP BUSNSS PMT-USA,CashApp Business Payment,MATCH,ChatGPT-4.1
KROGR US-GROC#292,Kroger USA Grocery,MATCH,ChatGPT-4.1
KROGER-GROCRY USA/TX,Kroger USA Grocery,MATCH,ChatGPT-4.1
KROGERUSA*GRCY 12,Kroger USA Grocery,MATCH,ChatGPT-4.1
KROGR*GROC USA*ST35,Kroger USA Grocery,MATCH,ChatGPT-4.1
KROGER US GROC*#10,Kroger USA Grocery,MATCH,ChatGPT-4.1
ARBYS REST BOSTN-MA,Arby's Restaurant Boston,MATCH,ChatGPT-4.1
ARB S*BOSTON RST#17,Arby's Restaurant Boston,MATCH,ChatGPT-4.1
ARBY'S RSTNT*BOSTN,Arby's Restaurant Boston,MATCH,ChatGPT-4.1
BOSTN ARBYS-REST,Arby's Restaurant Boston,MATCH,ChatGPT-4.1
ARBYS*BOSTON-REST#4,Arby's Restaurant Boston,MATCH,ChatGPT-4.1
TARGET*SUPERCNTR ATL 09,Target Atlanta Supercenter,MATCH,ChatGPT-4.1
TARGT ATLNTA SPRCTR,Target Atlanta Supercenter,MATCH,ChatGPT-4.1
ATLANTA*TARGET SCNTR,Target Atlanta Supercenter,MATCH,ChatGPT-4.1
TRGT-SUPRCNTR ATL#15,Target Atlanta Supercenter,MATCH,ChatGPT-4.1
TARGET ATL SUPERCENTER*GA,Target Atlanta Supercenter,MATCH,ChatGPT-4.1
STARBUCKS*SAN DIEGO CAF,Starbucks Coffee San Diego,MATCH,ChatGPT-4.1
STRBUCKS SD COFFEE#44,Starbucks Coffee San Diego,MATCH,ChatGPT-4.1
STARBUCKS-COFEE SDG*CA,Starbucks Coffee San Diego,MATCH,ChatGPT-4.1
SD*STARBUCKS COFFEE,Starbucks Coffee San Diego,MATCH,ChatGPT-4.1
STARBUX-COF SAN DIEGO,Starbucks Coffee San Diego,MATCH,ChatGPT-4.1
SpotifyPremSvc*NYC#001,Spotify Premium Service,MATCH,ChatGPT-4.1
SPTFY PRM SVC-US-32541,Spotify Premium Service,MATCH,ChatGPT-4.1
Spotify*PremiumSrv-LON,Spotify Premium Service,MATCH,ChatGPT-4.1
SPTFY-PREM SERVICE 8842,Spotify Premium Service,MATCH,ChatGPT-4.1
PremSpotifySvc*CA,Spotify Premium Service,MATCH,ChatGPT-4.1
PNRA BRD STR#NYC-12,Panera Bread Store NYC,MATCH,ChatGPT-4.1
PaneraBD-NYC#34*,Panera Bread Store NYC,MATCH,ChatGPT-4.1
PNR-BREADSTORE-NY,Panera Bread Store NYC,MATCH,ChatGPT-4.1
Panera*Brd-St NYC 045,Panera Bread Store NYC,MATCH,ChatGPT-4.1
NYC-PaneraBreadStore*7,Panera Bread Store NYC,MATCH,ChatGPT-4.1
TGT ATL SUPERCNTR-0021,Target Atlanta Supercenter,MATCH,ChatGPT-4.1
TargetSuper Atln*-GA#531,Target Atlanta Supercenter,MATCH,ChatGPT-4.1
ATL-TGT SPRCNTR*8492,Target Atlanta Supercenter,MATCH,ChatGPT-4.1
TGT*ATL SUPERCENTER,Target Atlanta Supercenter,MATCH,ChatGPT-4.1
Target#SupercenterAtlanta-GA,Target Atlanta Supercenter,MATCH,ChatGPT-4.1
SUNOCO*STN ATL 032,Sunoco Station Atlanta,MATCH,ChatGPT-4.1
SunocoStatn#ATL-GA,Sunoco Station Atlanta,MATCH,ChatGPT-4.1
SUN*ATL STA 1102,Sunoco Station Atlanta,MATCH,ChatGPT-4.1
Sunoco-STN*Atlanta,Sunoco Station Atlanta,MATCH,ChatGPT-4.1
ATL SUNOCO STN-87*,Sunoco Station Atlanta,MATCH,ChatGPT-4.1
7Eleven*Location456-DAL,7-Eleven Dallas Location 456,MATCH,ChatGPT-4.1
7-11 DAL LOC#456*,7-Eleven Dallas Location 456,MATCH,ChatGPT-4.1
7ELEVN-Dallas#456,7-Eleven Dallas Location 456,MATCH,ChatGPT-4.1
DAL-7/11*LOC456,7-Eleven Dallas Location 456,MATCH,ChatGPT-4.1
7*ELEVEN-LOC 456 DALLAS,7-Eleven Dallas Location 456,MATCH,ChatGPT-4.1
Uber*POOL-SAN DIEGO,Uber Pool San Diego,MATCH,ChatGPT-4.1
UBRPL-SD*5326,Uber Pool San Diego,MATCH,ChatGPT-4.1
SanDiego UBER-POOL#,Uber Pool San Diego,MATCH,ChatGPT-4.1
UberPool#SD 721,Uber Pool San Diego,MATCH,ChatGPT-4.1
Uber-PL SanDiego*,Uber Pool San Diego,MATCH,ChatGPT-4.1
INSTCRT*DEL-USA#052,Instacart Delivery USA,MATCH,ChatGPT-4.1
InstacartDLVRY*US,Instacart Delivery USA,MATCH,ChatGPT-4.1
INSTCRT-DeliveryUSA08,Instacart Delivery USA,MATCH,ChatGPT-4.1
USA-INSTACRT*DLVR,Instacart Delivery USA,MATCH,ChatGPT-4.1
Instcrt*DlvyUSA-1142,Instacart Delivery USA,MATCH,ChatGPT-4.1
BOA*BOSTN-0023,Bank of America Boston,MATCH,ChatGPT-4.1
BankAmerica*Boston#7,Bank of America Boston,MATCH,ChatGPT-4.1
BANK OF AMRCA-BOS,Bank of America Boston,MATCH,ChatGPT-4.1
BOFA-BOSTON*,Bank of America Boston,MATCH,ChatGPT-4.1
Boston-BOA#154,Bank of America Boston,MATCH,ChatGPT-4.1
BMO*BANK-CAN#91,BMO Bank Canada,MATCH,ChatGPT-4.1
BMO-Canada*Bank,BMO Bank Canada,MATCH,ChatGPT-4.1
BMO BANK*CAN-08,BMO Bank Canada,MATCH,ChatGPT-4.1
BMO*BNK-CND 0012,BMO Bank Canada,MATCH,ChatGPT-4.1
BANK-BMO CANADA*,BMO Bank Canada,MATCH,ChatGPT-4.1
NETFLX*CAN-STREAM,Netflix Streaming Canada,MATCH,ChatGPT-4.1
NetflixSTRM-CDA#11,Netflix Streaming Canada,MATCH,ChatGPT-4.1
NFLX-STREAM CA*,Netflix Streaming Canada,MATCH,ChatGPT-4.1
NETFLIXSTREAMING-CAN,Netflix Streaming Canada,MATCH,ChatGPT-4.1
NETFLX*STRMNG-CAN-549,Netflix Streaming Canada,MATCH,ChatGPT-4.1
NETFLX*TORONTO SUBS 001,Netflix Subscription Toronto,MATCH,ChatGPT-4.1
Netflix Subs-CA Toronto#,Netflix Subscription Toronto,MATCH,ChatGPT-4.1
NFX SUB TOR*,Netflix Subscription Toronto,MATCH,ChatGPT-4.1
TORONTO NETFLX-SUBS,Netflix Subscription Toronto,MATCH,ChatGPT-4.1
NETFLIX SUBSCRIPTION/TOR,Netflix Subscription Toronto,MATCH,ChatGPT-4.1
BGR KING FL 112*,Burger King Florida Store 112,MATCH,ChatGPT-4.1
